"","sciname","genus","species","family","order"
"2997","Monticola saxatilis","Monticola","saxatilis","Muscicapidae","Passeriformes"
"2998","Muscicapa cassini","Muscicapa","cassini","Muscicapidae","Passeriformes"
"2999","Muscicapa comitata","Muscicapa","comitata","Muscicapidae","Passeriformes"
"3000","Muscicapa gambagae","Muscicapa","gambagae","Muscicapidae","Passeriformes"
"3001","Muscicapa infuscata","Muscicapa","infuscata","Muscicapidae","Passeriformes"
"3002","Muscicapa sethsmithi","Muscicapa","sethsmithi","Muscicapidae","Passeriformes"
"3003","Oxylabes madagascariensis","Oxylabes","madagascariensis","Muscicapidae","Passeriformes"
"3004","Myiagra rubecula","Myiagra","rubecula","Muscicapidae","Passeriformes"
"3005","Myrmecocichla nigra","Myrmecocichla","nigra","Muscicapidae","Passeriformes"
"3006","Niltava davidi","Niltava","davidi","Muscicapidae","Passeriformes"
"3007","Oenanthe isabellina","Oenanthe","isabellina","Muscicapidae","Passeriformes"
"3008","Oenanthe pileata","Oenanthe","pileata","Muscicapidae","Passeriformes"
"3009","Seiurus motacilla","Seiurus","motacilla","Parulidae","Passeriformes"
"3010","Polioptila lactea","Polioptila","lactea","Muscicapidae","Passeriformes"
"3011","Orthotomus derbianus","Orthotomus","derbianus","Muscicapidae","Passeriformes"
"3012","Vireo bairdi","Vireo","bairdi","Vireonidae","Passeriformes"
"3013","Vireo atricapillus","Vireo","atricapillus","Vireonidae","Passeriformes"
"3014","Spiloptila clamans","Spiloptila","clamans","Muscicapidae","Passeriformes"
"3015","Sylvia nisoria","Sylvia","nisoria","Muscicapidae","Passeriformes"
"3016","Sylvia rueppelli","Sylvia","rueppelli","Muscicapidae","Passeriformes"
"3017","Sialia currucoides","Sialia","currucoides","Muscicapidae","Passeriformes"
"3018","Sericornis frontalis","Sericornis","frontalis","Muscicapidae","Passeriformes"
"3019","Sericornis perspicillatus","Sericornis","perspicillatus","Muscicapidae","Passeriformes"
"3020","Trichastoma poliothorax","Trichastoma","poliothorax","Muscicapidae","Passeriformes"
"3021","Trichastoma pyrrhopterum","Trichastoma","pyrrhopterum","Muscicapidae","Passeriformes"
"3022","Chlorostilbon maugaeus","Chlorostilbon","maugaeus","Trochilidae","Apodiformes"
"3023","Trochocercus nigromitratus","Trochocercus","nigromitratus","Muscicapidae","Passeriformes"
"3024","Turdoides bicolor","Turdoides","bicolor","Muscicapidae","Passeriformes"
"3025","Turdoides malcolmi","Turdoides","malcolmi","Muscicapidae","Passeriformes"
"3026","Cardellina rubrifrons","Cardellina","rubrifrons","Parulidae","Passeriformes"
"3027","Turdus amaurochalinus","Turdus","amaurochalinus","Muscicapidae","Passeriformes"
"3028","Turdus boulboul","Turdus","boulboul","Muscicapidae","Passeriformes"
"3029","Turdus cardis","Turdus","cardis","Muscicapidae","Passeriformes"
"3030","Turdus fulviventris","Turdus","fulviventris","Muscicapidae","Passeriformes"
"3031","Turdus nigrescens","Turdus","nigrescens","Muscicapidae","Passeriformes"
"3032","Turdus obscurus","Turdus","obscurus","Muscicapidae","Passeriformes"
"3033","Turdus pilaris","Turdus","pilaris","Muscicapidae","Passeriformes"
"3034","Turdus reevei","Turdus","reevei","Muscicapidae","Passeriformes"
"3035","Turdus rufitorques","Turdus","rufitorques","Muscicapidae","Passeriformes"
"3036","Pluvialis dominica","Pluvialis","dominica","Charadriidae","Charadriiformes"
"3037","Turdus tephronotus","Turdus","tephronotus","Muscicapidae","Passeriformes"
"3038","Zoothera kibalensis","Zoothera","kibalensis","Muscicapidae","Passeriformes"
"3039","Zoothera oberlaenderi","Zoothera","oberlaenderi","Muscicapidae","Passeriformes"
"3040","Zoothera tanganjicae","Zoothera","tanganjicae","Muscicapidae","Passeriformes"
"3041","Prinia buchanani","Prinia","buchanani","Muscicapidae","Passeriformes"
"3042","Prinia hodgsoni","Prinia","hodgsoni","Muscicapidae","Passeriformes"
"3043","Prinia robertsi","Prinia","robertsi","Muscicapidae","Passeriformes"
"3044","Smicrornis brevirostris","Smicrornis","brevirostris","Muscicapidae","Passeriformes"
"3045","Melaenornis ardesiaca","Melaenornis","ardesiaca","Muscicapidae","Passeriformes"
"3046","Melaenornis pammelaina","Melaenornis","pammelaina","Muscicapidae","Passeriformes"
"3047","Rhipidura fuliginosa","Rhipidura","fuliginosa","Muscicapidae","Passeriformes"
"3048","Rhipidura matthiae","Rhipidura","matthiae","Muscicapidae","Passeriformes"
"3049","Rhipidura rufifrons","Rhipidura","rufifrons","Muscicapidae","Passeriformes"
"3050","Saxicola ferrea","Saxicola","ferrea","Muscicapidae","Passeriformes"
"3051","Saxicola rubetra","Saxicola","rubetra","Muscicapidae","Passeriformes"
"3052","Seisura inquieta","Seisura","inquieta","Muscicapidae","Passeriformes"
"3053","Chloropeta similis","Chloropeta","similis","Muscicapidae","Passeriformes"
"3054","Cercomela fusca","Cercomela","fusca","Muscicapidae","Passeriformes"
"3055","Cisticola angusticauda","Cisticola","angusticauda","Muscicapidae","Passeriformes"
"3056","Cisticola carruthersi","Cisticola","carruthersi","Muscicapidae","Passeriformes"
"3057","Cisticola cherina","Cisticola","cherina","Muscicapidae","Passeriformes"
"3058","Cisticola chubbi","Cisticola","chubbi","Muscicapidae","Passeriformes"
"3059","Cisticola cinereola","Cisticola","cinereola","Muscicapidae","Passeriformes"
"3060","Falco rusticolus","Falco","rusticolus","Falconidae","Falconiformes"
"3061","Harpyhaliaetus coronatus","Harpyhaliaetus","coronatus","Accipitridae","Falconiformes"
"3062","Cisticola nana","Cisticola","nana","Muscicapidae","Passeriformes"
"3063","Cisticola restricta","Cisticola","restricta","Muscicapidae","Passeriformes"
"3064","Cochoa azurea","Cochoa","azurea","Muscicapidae","Passeriformes"
"3065","Cossypha archeri","Cossypha","archeri","Muscicapidae","Passeriformes"
"3066","Aramus guarauna","Aramus","guarauna","Aramidae","Gruiformes"
"3067","Casuarius bennetti","Casuarius","bennetti","Casuariidae","Casuariiformes"
"3068","Dacelo gaudichaud","Dacelo","gaudichaud","Alcedinidae","Coraciiformes"
"3069","Acrocephalus aequinoctialis","Acrocephalus","aequinoctialis","Muscicapidae","Passeriformes"
"3070","Acrocephalus schoenobaenus","Acrocephalus","schoenobaenus","Muscicapidae","Passeriformes"
"3071","Alcippe atriceps","Alcippe","atriceps","Muscicapidae","Passeriformes"
"3072","Alethe poliophrys","Alethe","poliophrys","Muscicapidae","Passeriformes"
"3073","Microeca papuana","Microeca","papuana","Muscicapidae","Passeriformes"
"3074","Euplectes franciscanus","Euplectes","franciscanus","Ploceidae","Passeriformes"
"3075","Apalis ruwenzori","Apalis","ruwenzori","Muscicapidae","Passeriformes"
"3076","Batis diops","Batis","diops","Muscicapidae","Passeriformes"
"3077","Batis mixta","Batis","mixta","Muscicapidae","Passeriformes"
"3078","Batis molitor","Batis","molitor","Muscicapidae","Passeriformes"
"3079","Batis perkeo","Batis","perkeo","Muscicapidae","Passeriformes"
"3080","Batis senegalensis","Batis","senegalensis","Muscicapidae","Passeriformes"
"3081","Camaroptera superciliaris","Camaroptera","superciliaris","Muscicapidae","Passeriformes"
"3082","Aphelocephala leucopsis","Aphelocephala","leucopsis","Muscicapidae","Passeriformes"
"3083","Drymocichla incana","Drymocichla","incana","Muscicapidae","Passeriformes"
"3084","Hippolais icterina","Hippolais","icterina","Muscicapidae","Passeriformes"
"3085","Hippolais languida","Hippolais","languida","Muscicapidae","Passeriformes"
"3086","Hippolais polyglotta","Hippolais","polyglotta","Muscicapidae","Passeriformes"
"3087","Hylocichla mustelina","Hylocichla","mustelina","Muscicapidae","Passeriformes"
"3088","Hemitesia neumanni","Hemitesia","neumanni","Muscicapidae","Passeriformes"
"3089","Chthonicola sagittata","Chthonicola","sagittata","Muscicapidae","Passeriformes"
"3090","Malurus cyaneus","Malurus","cyaneus","Muscicapidae","Passeriformes"
"3091","Malurus lamberti","Malurus","lamberti","Muscicapidae","Passeriformes"
"3092","Malurus melanocephalus","Malurus","melanocephalus","Muscicapidae","Passeriformes"
"3093","Eminia lepida","Eminia","lepida","Muscicapidae","Passeriformes"
"3094","Entomodestes coracinus","Entomodestes","coracinus","Muscicapidae","Passeriformes"
"3095","Eopsaltria australis","Eopsaltria","australis","Muscicapidae","Passeriformes"
"3096","Erannornis albicauda","Erannornis","albicauda","Muscicapidae","Passeriformes"
"3097","Erithacus aequatorialis","Erithacus","aequatorialis","Muscicapidae","Passeriformes"
"3098","Erithacus calliope","Erithacus","calliope","Muscicapidae","Passeriformes"
"3099","Erithacus luscinia","Erithacus","luscinia","Muscicapidae","Passeriformes"
"3100","Erythrocercus holochlorus","Erythrocercus","holochlorus","Muscicapidae","Passeriformes"
"3101","Ficedula cyanomelana","Ficedula","cyanomelana","Muscicapidae","Passeriformes"
"3102","Ficedula albicollis","Ficedula","albicollis","Muscicapidae","Passeriformes"
"3103","Garrulax ruficollis","Garrulax","ruficollis","Muscicapidae","Passeriformes"
"3104","Accipiter bicolor","Accipiter","bicolor","Accipitridae","Falconiformes"
"3105","Garrulax sp","Garrulax","sp","Muscicapidae","Passeriformes"
"3106","Accipiter minullus","Accipiter","minullus","Accipitridae","Falconiformes"
"3107","Gerygone fusca","Gerygone","fusca","Muscicapidae","Passeriformes"
"3108","Gerygone olivacea","Gerygone","olivacea","Muscicapidae","Passeriformes"
"3109","Graueria vittata","Graueria","vittata","Muscicapidae","Passeriformes"
"3110","Erythropygia hartlaubi","Erythropygia","hartlaubi","Muscicapidae","Passeriformes"
"3111","Accipiter poliogaster","Accipiter","poliogaster","Accipitridae","Falconiformes"
"3112","Temnurus temnurus","Temnurus","temnurus","Corvidae","Passeriformes"
"3113","Ptilostomus afer","Ptilostomus","afer","Corvidae","Passeriformes"
"3114","Pica hudsonia","Pica","hudsonia","Corvidae","Passeriformes"
"3115","Pica nuttalli","Pica","nuttalli","Corvidae","Passeriformes"
"3116","Palaeocorax moriorum","Palaeocorax","moriorum","Corvidae","Passeriformes"
"3117","Nucifraga columbiana","Nucifraga","columbiana","Corvidae","Passeriformes"
"3118","Garrulus lidthi","Garrulus","lidthi","Corvidae","Passeriformes"
"3119","Selasphorus","Selasphorus",NA,"Trochilidae","Apodiformes"
"3120","Urocissa caerulea","Urocissa","caerulea","Corvidae","Passeriformes"
"3121","Cyanolyca sp","Cyanolyca","sp","Corvidae","Passeriformes"
"3122","Cyanolyca pulchra","Cyanolyca","pulchra","Corvidae","Passeriformes"
"3123","Cyanocorax beecheii","Cyanocorax","beecheii","Corvidae","Passeriformes"
"3124","Cyanocorax dickeyi","Cyanocorax","dickeyi","Corvidae","Passeriformes"
"3125","Cyanocorax caeruleus","Cyanocorax","caeruleus","Corvidae","Passeriformes"
"3126","Cyanocorax cristatellus","Cyanocorax","cristatellus","Corvidae","Passeriformes"
"3127","Crypsirina temia","Crypsirina","temia","Corvidae","Passeriformes"
"3128","Corvus tropicus","Corvus","tropicus","Corvidae","Passeriformes"
"3129","Corvus caurinus","Corvus","caurinus","Corvidae","Passeriformes"
"3130","Corvus cryptoleucus","Corvus","cryptoleucus","Corvidae","Passeriformes"
"3131","Corvus sinaloae","Corvus","sinaloae","Corvidae","Passeriformes"
"3132","Corvus albicollis","Corvus","albicollis","Corvidae","Passeriformes"
"3133","Corvus albus","Corvus","albus","Corvidae","Passeriformes"
"3134","Corvus bennetti","Corvus","bennetti","Corvidae","Passeriformes"
"3135","Corvus capensis","Corvus","capensis","Corvidae","Passeriformes"
"3136","Corvus rhipidurus","Corvus","rhipidurus","Corvidae","Passeriformes"
"3137","Gymnorhinus cyanocephalus","Gymnorhinus","cyanocephalus","Corvidae","Passeriformes"
"3138","Perissocephalus tricolor","Perissocephalus","tricolor","Cotingidae","Passeriformes"
"3139","Xipholena atropurpurea","Xipholena","atropurpurea","Cotingidae","Passeriformes"
"3140","Tijuca atra","Tijuca","atra","Cotingidae","Passeriformes"
"3141","Rupicola rupicola","Rupicola","rupicola","Cotingidae","Passeriformes"
"3142","Querula purpurata","Querula","purpurata","Cotingidae","Passeriformes"
"3143","Procnias alba","Procnias","alba","Cotingidae","Passeriformes"
"3144","Procnias tricarunculata","Procnias","tricarunculata","Cotingidae","Passeriformes"
"3145","Procnias nudicollis","Procnias","nudicollis","Cotingidae","Passeriformes"
"3146","Pipreola chlorolepidota","Pipreola","chlorolepidota","Cotingidae","Passeriformes"
"3147","Ampelioides tschudii","Ampelioides","tschudii","Cotingidae","Passeriformes"
"3148","Cephalopterus glabricollis","Cephalopterus","glabricollis","Cotingidae","Passeriformes"
"3149","Cephalopterus penduliger","Cephalopterus","penduliger","Cotingidae","Passeriformes"
"3150","Ampelion rubrocristatus","Ampelion","rubrocristatus","Cotingidae","Passeriformes"
"3151","Phoenicircus carnifex","Phoenicircus","carnifex","Cotingidae","Passeriformes"
"3152","Carpornis melanocephalus","Carpornis","melanocephalus","Cotingidae","Passeriformes"
"3153","Pachyramphus minor","Pachyramphus","minor","Cotingidae","Passeriformes"
"3154","Pachyramphus rufus","Pachyramphus","rufus","Cotingidae","Passeriformes"
"3155","Pachyramphus validus","Pachyramphus","validus","Cotingidae","Passeriformes"
"3156","Cotinga cotinga","Cotinga","cotinga","Cotingidae","Passeriformes"
"3157","Cotinga maynana","Cotinga","maynana","Cotingidae","Passeriformes"
"3158","Gymnoderus foetidus","Gymnoderus","foetidus","Cotingidae","Passeriformes"
"3159","Haematoderus militaris","Haematoderus","militaris","Cotingidae","Passeriformes"
"3160","Laniisoma elegans","Laniisoma","elegans","Cotingidae","Passeriformes"
"3161","Lipaugus subalaris","Lipaugus","subalaris","Cotingidae","Passeriformes"
"3162","Aburria jacutinga","Aburria","jacutinga","Cracidae","Galliformes"
"3163","Lipaugus lanioides","Lipaugus","lanioides","Cotingidae","Passeriformes"
"3164","Lipaugus vociferans","Lipaugus","vociferans","Cotingidae","Passeriformes"
"3165","Carpodectes hopkei","Carpodectes","hopkei","Cotingidae","Passeriformes"
"3166","Carpodectes nitidus","Carpodectes","nitidus","Cotingidae","Passeriformes"
"3167","Anas strepera","Anas","strepera","Anatidae","Anseriformes"
"3168","Xiphocolaptes falcirostris","Xiphocolaptes","falcirostris","Dendrocolaptidae","Passeriformes"
"3169","Xiphorhynchus eytoni","Xiphorhynchus","eytoni","Dendrocolaptidae","Passeriformes"
"3170","Nasica longirostris","Nasica","longirostris","Dendrocolaptidae","Passeriformes"
"3171","Lepidocolaptes sp","Lepidocolaptes","sp","Dendrocolaptidae","Passeriformes"
"3172","Drymornis bridgesii","Drymornis","bridgesii","Dendrocolaptidae","Passeriformes"
"3173","Dendrocolaptes concolor","Dendrocolaptes","concolor","Dendrocolaptidae","Passeriformes"
"3174","Campylorhamphus falcularius","Campylorhamphus","falcularius","Dendrocolaptidae","Passeriformes"
"3175","Campylorhamphus pucherani","Campylorhamphus","pucherani","Dendrocolaptidae","Passeriformes"
"3176","Pardalotus punctatus","Pardalotus","punctatus","Dicaeidae","Passeriformes"
"3177","Dicrurus annectans","Dicrurus","annectans","Dicruridae","Passeriformes"
"3178","Dicrurus megarhynchus","Dicrurus","megarhynchus","Dicruridae","Passeriformes"
"3179","Vestiaria coccinea","Vestiaria","coccinea","Drepanididae","Passeriformes"
"3180","Hemignathus wilsoni","Hemignathus","wilsoni","Drepanididae","Passeriformes"
"3181","Loxops sagittirostris","Loxops","sagittirostris","Drepanididae","Passeriformes"
"3182","Psittirostra bailleui","Psittirostra","bailleui","Drepanididae","Passeriformes"
"3183","Psittirostra psittacea","Psittirostra","psittacea","Drepanididae","Passeriformes"
"3184","Pipilo socorroensis","Pipilo","socorroensis","Emberizidae","Passeriformes"
"3185","Pipilo chlorurus","Pipilo","chlorurus","Emberizidae","Passeriformes"
"3186","Pinaroloxias inornata","Pinaroloxias","inornata","Emberizidae","Passeriformes"
"3187","Piezorhina cinerea","Piezorhina","cinerea","Emberizidae","Passeriformes"
"3188","Phrygilus patagonicus","Phrygilus","patagonicus","Emberizidae","Passeriformes"
"3189","Phaenicophilus palmarum","Phaenicophilus","palmarum","Emberizidae","Passeriformes"
"3190","Pezopetes capitalis","Pezopetes","capitalis","Emberizidae","Passeriformes"
"3191","Periporphyrus erythromelas","Periporphyrus","erythromelas","Emberizidae","Passeriformes"
"3192","Passerina glaucocaerulea","Passerina","glaucocaerulea","Emberizidae","Passeriformes"
"3193","Passerina rositae","Passerina","rositae","Emberizidae","Passeriformes"
"3194","Passerina cyanea","Passerina","cyanea","Emberizidae","Passeriformes"
"3195","Paroaria dominicana","Paroaria","dominicana","Emberizidae","Passeriformes"
"3196","Paroaria coronata","Paroaria","coronata","Emberizidae","Passeriformes"
"3197","Orthogonys chloricterus","Orthogonys","chloricterus","Emberizidae","Passeriformes"
"3198","Oreothraupis arremonops","Oreothraupis","arremonops","Emberizidae","Passeriformes"
"3199","Oreomanes fraseri","Oreomanes","fraseri","Emberizidae","Passeriformes"
"3200","Orchesticus abeillei","Orchesticus","abeillei","Emberizidae","Passeriformes"
"3201","Neothraupis fasciata","Neothraupis","fasciata","Emberizidae","Passeriformes"
"3202","Piranga rubriceps","Piranga","rubriceps","Emberizidae","Passeriformes"
"3203","Lagopus lagopus","Lagopus","lagopus","Phasianidae","Galliformes"
"3204","Piranga olivacea","Piranga","olivacea","Emberizidae","Passeriformes"
"3205","Sporophila albogularis","Sporophila","albogularis","Emberizidae","Passeriformes"
"3206","Sporophila ardesiaca","Sporophila","ardesiaca","Emberizidae","Passeriformes"
"3207","Sporophila castaneiventris","Sporophila","castaneiventris","Emberizidae","Passeriformes"
"3208","Sporophila frontalis","Sporophila","frontalis","Emberizidae","Passeriformes"
"3209","Sporophila sp","Sporophila","sp","Emberizidae","Passeriformes"
"3210","Sporophila telasco","Sporophila","telasco","Emberizidae","Passeriformes"
